1,2025-02-10 11:12:13.122000,Daždivé,12.5,2025-02-10 11:42:13.122000,Oblačno
1924,2024-07-11 01:00:00.000000,Horúčavy,17.9,2024-07-11 15:57:00.000000,Dusno
1925,2024-08-15 01:00:00.000000,Horúčavy,25,2024-08-15 13:44:00.000000,Dusno
1926,2024-05-15 01:00:00.000000,Búrky,13.6,2024-05-15 13:28:00.000000,Hmla
1927,2024-05-08 01:00:00.000000,Dážď,9.6,2024-05-08 17:32:00.000000,Prehánky
1928,2024-03-18 01:00:00.000000,Prehánky,12.8,2024-03-18 17:38:00.000000,Polooblačno
1929,2024-02-29 01:00:00.000000,Zamračené,-4.7,2024-02-29 12:26:00.000000,Sneženie
1930,2024-07-13 01:00:00.000000,Letná búrka,28,2024-07-13 17:47:00.000000,Sucho
1931,2024-06-13 01:00:00.000000,Letná búrka,28.3,2024-06-13 15:08:00.000000,Sucho
1932,2024-07-22 01:00:00.000000,Slnečno,25.7,2024-07-22 12:41:00.000000,Horúčavy
1933,2024-05-01 01:00:00.000000,Hmla,18,2024-05-01 06:13:00.000000,Dážď
1934,2024-09-29 01:00:00.000000,Zamračené,2.6,2024-09-29 15:40:00.000000,Mierne sneženie
1935,2025-01-01 01:00:00.000000,Mráz,-14.9,2025-01-01 16:36:00.000000,Husté sneženie
1936,2024-03-30 01:00:00.000000,Hmla,3.6,2024-03-30 13:28:00.000000,Dážď
1937,2024-06-06 01:00:00.000000,Dusno,26.8,2024-06-06 16:58:00.000000,Letná búrka
1938,2024-12-11 01:00:00.000000,Mráz,-13.5,2024-12-11 16:36:00.000000,Husté sneženie
1939,2024-09-09 01:00:00.000000,Veterno,5.1,2024-09-09 10:41:00.000000,Zamračené
1940,2024-09-04 01:00:00.000000,Zamračené,0.6,2024-09-04 12:40:00.000000,Mierne sneženie
1941,2024-07-12 01:00:00.000000,Slnečno,36.5,2024-07-12 14:33:00.000000,Horúčavy
1942,2024-12-17 01:00:00.000000,Mráz,-11,2024-12-17 15:39:00.000000,Husté sneženie
1943,2024-07-31 01:00:00.000000,Dusno,29.8,2024-07-31 13:50:00.000000,Letná búrka
1944,2024-04-10 01:00:00.000000,Búrky,1.5,2024-04-10 06:44:00.000000,Hmla
1945,2024-07-11 01:00:00.000000,Slnečno,39.8,2024-07-11 12:55:00.000000,Horúčavy
1946,2024-02-28 01:00:00.000000,Poľadovica,-4.3,2024-02-28 06:13:00.000000,Zamračené
1947,2025-01-13 01:00:00.000000,Poľadovica,-0.5,2025-01-13 14:15:00.000000,Zamračené
1948,2024-10-18 01:00:00.000000,Hmla,8.9,2024-10-18 14:06:00.000000,Daždivo
1949,2024-10-20 01:00:00.000000,Zamračené,12.9,2024-10-20 11:12:00.000000,Mierne sneženie
1950,2024-04-23 01:00:00.000000,Búrky,5.3,2024-04-23 14:11:00.000000,Hmla
1951,2024-04-04 01:00:00.000000,Hmla,3.2,2024-04-04 12:19:00.000000,Dážď
1952,2024-06-09 01:00:00.000000,Horúčavy,30.7,2024-06-09 12:34:00.000000,Dusno
1953,2024-08-31 01:00:00.000000,Letná búrka,37,2024-08-31 11:49:00.000000,Sucho
1954,2024-12-12 01:00:00.000000,Poľadovica,-3.7,2024-12-12 11:27:00.000000,Zamračené
1955,2024-10-07 01:00:00.000000,Zamračené,14.1,2024-10-07 06:50:00.000000,Mierne sneženie
1956,2024-07-30 01:00:00.000000,Letná búrka,38.3,2024-07-30 16:37:00.000000,Sucho
1957,2024-02-14 01:00:00.000000,Mráz,-14.6,2024-02-14 08:36:00.000000,Husté sneženie
1958,2025-01-20 01:00:00.000000,Poľadovica,-9.6,2025-01-20 11:31:00.000000,Zamračené
1959,2024-07-04 01:00:00.000000,Slnečno,32.6,2024-07-04 06:45:00.000000,Horúčavy
1960,2024-07-21 01:00:00.000000,Dusno,15.8,2024-07-21 10:43:00.000000,Letná búrka
1961,2024-03-12 01:00:00.000000,Hmla,6.7,2024-03-12 06:53:00.000000,Dážď
1962,2024-09-12 01:00:00.000000,Zamračené,15,2024-09-12 08:40:00.000000,Mierne sneženie
1963,2024-02-14 01:00:00.000000,Poľadovica,4.6,2024-02-14 14:59:00.000000,Zamračené
1964,2024-09-08 01:00:00.000000,Zamračené,0.7,2024-09-08 06:13:00.000000,Mierne sneženie
1965,2024-08-20 01:00:00.000000,Horúčavy,37,2024-08-20 13:19:00.000000,Dusno
1966,2024-07-20 01:00:00.000000,Horúčavy,24.3,2024-07-20 06:08:00.000000,Dusno
1967,2024-02-13 01:00:00.000000,Husté sneženie,3.9,2024-02-13 12:45:00.000000,Poľadovica
1968,2024-11-23 01:00:00.000000,Zamračené,13.3,2024-11-23 13:53:00.000000,Mierne sneženie
1969,2024-11-24 01:00:00.000000,Zamračené,1,2024-11-24 06:44:00.000000,Mierne sneženie
1970,2024-08-31 01:00:00.000000,Letná búrka,20.5,2024-08-31 07:00:00.000000,Sucho
1971,2024-11-13 01:00:00.000000,Veterno,5,2024-11-13 06:12:00.000000,Zamračené
1972,2024-12-21 01:00:00.000000,Sneženie,-5.6,2024-12-21 15:37:00.000000,Mráz
1973,2024-05-06 01:00:00.000000,Dážď,8.4,2024-05-06 10:14:00.000000,Prehánky
1974,2024-11-24 01:00:00.000000,Zamračené,12.4,2024-11-24 06:04:00.000000,Mierne sneženie
1975,2025-02-04 01:00:00.000000,Husté sneženie,-3.8,2025-02-04 17:53:00.000000,Poľadovica
1976,2024-04-23 01:00:00.000000,Polooblačno,10.4,2024-04-23 13:56:00.000000,Búrky
1977,2024-03-03 01:00:00.000000,Prehánky,9.1,2024-03-03 09:00:00.000000,Polooblačno
1978,2024-07-07 01:00:00.000000,Horúčavy,31.3,2024-07-07 17:30:00.000000,Dusno
1979,2024-09-26 01:00:00.000000,Daždivo,1,2024-09-26 15:17:00.000000,Veterno
1980,2024-07-24 01:00:00.000000,Letná búrka,20.2,2024-07-24 11:23:00.000000,Sucho
1981,2025-02-07 01:00:00.000000,Poľadovica,-13,2025-02-07 11:56:00.000000,Zamračené
1982,2024-12-06 01:00:00.000000,Zamračené,-8.7,2024-12-06 08:52:00.000000,Sneženie
1983,2024-07-19 01:00:00.000000,Sucho,23.6,2024-07-19 14:55:00.000000,Slnečno
1984,2024-12-09 01:00:00.000000,Poľadovica,-12.8,2024-12-09 17:01:00.000000,Zamračené
1985,2024-04-23 01:00:00.000000,Dážď,9.7,2024-04-23 17:32:00.000000,Prehánky
1986,2024-12-06 01:00:00.000000,Husté sneženie,-2,2024-12-06 16:02:00.000000,Poľadovica
1987,2024-06-05 01:00:00.000000,Slnečno,27.8,2024-06-05 08:01:00.000000,Horúčavy
1988,2024-05-05 01:00:00.000000,Polooblačno,18.1,2024-05-05 17:59:00.000000,Búrky
1989,2024-06-10 01:00:00.000000,Letná búrka,27.8,2024-06-10 14:53:00.000000,Sucho
1990,2024-09-04 01:00:00.000000,Zamračené,2.3,2024-09-04 13:25:00.000000,Mierne sneženie
1991,2024-08-27 01:00:00.000000,Dusno,24.8,2024-08-27 08:03:00.000000,Letná búrka
1992,2024-12-22 01:00:00.000000,Husté sneženie,-4.5,2024-12-22 06:42:00.000000,Poľadovica
1993,2024-07-08 01:00:00.000000,Horúčavy,30,2024-07-08 10:08:00.000000,Dusno
1994,2024-06-19 01:00:00.000000,Slnečno,30.8,2024-06-19 08:25:00.000000,Horúčavy
1995,2024-03-24 01:00:00.000000,Dážď,6.9,2024-03-24 10:40:00.000000,Prehánky
1996,2024-08-11 01:00:00.000000,Slnečno,27.4,2024-08-11 13:07:00.000000,Horúčavy
1997,2024-02-25 01:00:00.000000,Mráz,-1,2024-02-25 17:32:00.000000,Husté sneženie
1998,2024-04-12 01:00:00.000000,Polooblačno,8.2,2024-04-12 10:01:00.000000,Búrky
1999,2024-05-06 01:00:00.000000,Búrky,16.6,2024-05-06 08:36:00.000000,Hmla
2000,2024-04-17 01:00:00.000000,Polooblačno,2,2024-04-17 08:11:00.000000,Búrky
