871,Concor 10,O,tbl flm 30x10 mg (blis.PVC/Al),C07AB07,23,A,12.31
872,Concor 5,O,tbl flm 100x5 mg (blis.PVC/Al),C07AB07,50,A,12.11
873,Concor 5,O,tbl flm 30x5 mg (blis.PVC/Al),C07AB07,100,N,1.49
874,Concor Combi 10 mg/5 mg,1G,tbl 30x10 mg/5 mg (blis.OPA/Al/PVC/Al),C07FB07,95,A,6.57
875,Concor Combi 5 mg/10 mg,1G,tbl 30x5 mg/10 mg (blis.OPA/Al/PVC/Al),C07FB07,100,A,12.95
876,Concor Combi 5 mg/5 mg,1G,tbl 30x5 mg/5 mg (blis.OPA/Al/PVC/Al),C07FB07,61,A,1.62
877,Concor COR 10 mg,O,tbl flm 30x10 mg (blis.PVC/Al),C07AB07,89,N,5.31
878,"Concor COR 2,5 mg",O,"tbl flm 30x2,5 mg (blis.PVC/Al)",C07AB07,92,N,12.09
879,Concor COR 5 mg,O,tbl flm 100x5 mg (blis.PVC/Al),C07AB07,26,A,3.75
880,Concor COR 5 mg,O,tbl flm 30x5 mg (blis.PVC/Al),C07AB07,68,A,14.61
881,Contiroxil 10 mg tablety s predĺženým uvoľňovaním,1G,tbl plg 56x10 mg (blister),N02AA05,22,N,9.18
882,Contiroxil 20 mg tablety s predĺženým uvoľňovaním,1G,tbl plg 56x20 mg (blister),N02AA05,99,A,4.11
883,Contiroxil 40 mg tablety s predĺženým uvoľňovaním,1G,tbl plg 56x40 mg (blisPVC/PE/PVDC),N02AA05,38,A,2.69
884,Contiroxil 80 mg tablety s predĺženým uvoľňovaním,1G,tbl plg 56x80 mg (blis.PVC/PE/PVDC),N02AA05,26,A,2.31
885,CONTROLOC 20 mg gastrorezistentné tablety,O,tbl ent 100x20 mg (blis.Al/Al so spevn.kartón.obalom),A02BC02,94,A,12.66
886,CONTROLOC 20 mg gastrorezistentné tablety,O,tbl ent 28x20 mg (blis.Al/Al so spevn.kartón.obalom),A02BC02,43,A,8.43
887,CONTROLOC 40 mg,O,tbl ent 100x40 mg (blis.Al/Al so spevn.kartón.obalom),A02BC02,57,A,7.84
888,CONTROLOC 40 mg,O,tbl ent 28x40 mg (fľ. HDPE),A02BC02,56,A,2.81
889,"CONVERIDE 300 mg/12,5 mg",1G,"tbl flm 28x300 mg/12,5 mg (blis.PVC/PVDCAl-nepriehľ.)",C09DA04,85,N,1.36
890,CONVERIDE 300 mg/25 mg,1G,tbl flm 28x300 mg/25 mg (blis.PVC/PVDCAl-nepriehľ.),C09DA04,40,N,1.76
891,CONVULEX,1G,sir 1x100 ml (fľ.skl.hn.+ dávkovač),N03AG01,10,N,6.84
892,Convulex 300 mg kapsuly,1G,cps 100x300 mg (blis.(Al/PVC/PVDC),N03AG01,29,N,13.4
893,Convulex 300 mg/ml kvapky,1G,gto por 100 ml (fľ.skl.hnedá),N03AG01,74,N,3.06
894,Convulex 500 mg kapsuly,1G,cps 100x500 mg (blis.(Al/PVC/PVDC),N03AG01,48,A,4.21
895,Convulex CR 500 mg,1G,tbl plg 100x500 mg (fľ.skl.hnedá),N03AG01,100,N,1.76
896,Copaxone 20 mg/ml,O,sol iru 7x1 ml/20 mg (striek.skl.napl.),L03AX13,29,N,12.34
897,Copaxone 40 mg/ml,O,sol iru 3x1 ml/40 mg (striek.inj.skl.),L03AX13,25,A,2.06
898,COPAXONE PEN 40 mg injekčný roztok v naplnenom pere,O,sol ira 12x1 ml (stiek.inj.napl.v pere),L03AX13,3,N,13.18
899,"Co-Prenessa 2 mg /0,625 mg",1G,"tbl 28x2 mg /0,625 mg (PVC/PE/PVDC/Al)",C09BA04,69,N,3.59
900,"Co-Prenessa 4 mg /1,25 mg",1G,"tbl 28x4 mg /1,25 mg (PVC/PE/PVDC/Al)",C09BA04,75,N,11.91
901,"Co-Prenessa 4 mg /1,25 mg",O,"tbl 90x4 mg /1,25 mg (PVC/PE/PVDC/Al)",C09BA04,74,N,12.94
902,"Co-Prenessa 8 mg/2,5 mg",1G,"tbl 28x8 mg/2,5 mg (blis.OPA/Al/PVC/Al)",C09BA04,81,N,5.95
903,"Co-Prenessa 8 mg/2,5 mg",1G,"tbl 90x8 mg/2,5 mg (blis.OPA/Al/PVC/Al)",C09BA04,84,N,8.44
904,Corbilta 100 mg/25 mg/200 mg filmom obalené tablety,1G,tbl flm 100x100 mg/25 mg/200 mg (fľ.HDPE),N04BA03,68,N,8.6
905,"Corbilta 150 mg/37,5 mg/200 mg filmom obalené tablety",1G,"tbl flm 100x150 mg/37,5 mg/200 mg (fľ.HDPE)",N04BA03,61,A,13.06
906,Corbilta 200 mg/50 mg/200 mg filmom obalené tablety,1G,tbl flm 100x200 mg/50 mg/200 mg (fľ.HDPE),N04BA03,35,N,6.75
907,"Corbilta 50 mg/12,5 mg/200 mg filmom obalené tablety",1G,"tbl flm 100x50 mg/12,5 mg/200 mg (fľ.HDPE)",N04BA03,46,A,6.97
908,Cordarone 150 mg/3 ml,O,sol inj 6x3 ml/150 mg,C01BD01,74,N,11.97
909,CORDARONE 200 mg,O,tbl 30x200 mg,C01BD01,59,A,12.06
910,Cornusan 10 mg/20 mg,1G,tbl 100x10 mg/20 mg (blis.OPA/Al/PVC/Al),C10BA02,92,A,4.06
911,Cornusan 10 mg/20 mg,1G,tbl 30x10 mg/20 mg (blis.OPA/Al/PVC/Al),C10BA02,91,A,12.45
912,Cornusan 10 mg/40 mg,1G,tbl 100x10 mg/40 mg (blis.OPA/Al/PVC/Al),C10BA02,8,A,10
913,Cornusan 10 mg/40 mg,1G,tbl 30x10 mg/40 mg (blis.OPA/Al/PVC/Al),C10BA02,83,N,10.75
914,Coronal 10,1G,tbl flm 30x10 mg (blis.PVC/PE/PVDC/Al),C07AB07,29,A,13.25
915,Coronal 5,1G,tbl flm 30x5 mg (blis.PVC/PE/PVDC/Al),C07AB07,77,N,12.51
916,Cortiment 9 mg,O,tbl plg 30x9 mg (blis.PA/Al/PVC),A07EA06,59,N,8.58
917,Corvaton,O,tbl 30x2 mg (blis.PVC/Al),C01DX12,37,A,1.27
918,Corvaton forte,O,tbl 30x4 mg (blis.PVC/Al),C01DX12,45,N,13.58
919,Corvaton retard,O,tbl plg 30x8 mg (blis.PA/Al/PVC/Al),C01DX12,47,A,6.97
920,Corvitol 50,1G,tbl 50x50 mg (blis.Al/PVC),C07AB02,7,N,5.6
921,"Coryol  6,25",1G,"tbl 30x6,25 mg (blis.PVC/PVDC/Al)",C07AG02,6,N,11.4
922,"Coryol 12,5",1G,"tbl 30x12,5 mg (blis.PVC/PVDC/Al)",C07AG02,51,A,13.89
923,Coryol 25,1G,tbl 30x25 mg (blis.PVC/PVDC/Al),C07AG02,23,A,3.69
924,Coryol 25,1G,tbl 90x25 mg (blis.PVC/PVDC/Al),C07AG02,19,A,5.72
925,Cosentyx 150 mg injekčný roztok v naplnenom pere,O,sol ira 2x1 ml/150 mg (striek.inj.skl. v pere SensoReady),L04AC10,80,N,4.68
926,Cosentyx 150 mg injekčný roztok v naplnenom pere,O,sol ira 6(3x2)x1 ml/150 mg (striek.inj.skl. v pere SensoReady),L04AC10,93,A,13.06
927,COSOPT Multi Dose Free 20 mg/ml + 5 mg/ml očná roztoková instilácia,O,int opo 1x10 ml (fľ.LDPE),S01ED51,12,A,9.45
928,COSTI,1G,tbl 20x10 mg (blis.),A03FA03,71,A,2.56
929,COSTI,1G,tbl 30x10 mg (blis.),A03FA03,42,A,4.75
930,Cotellic 20 mg filmom obalené tablety,O,tbl flm 63(3x21)x20 mg (blis.PVC/PVDC),L01XE38,66,N,1.54
931,"Co-Valsacor 160 mg/12,5 mg filmom obalené tablety",1G,"tbl flm 28x160 mg/12,5 mg (blis. PVC/PE/PVDC/Al)",C09DA03,4,A,12.53
932,"Co-Valsacor 160 mg/12,5 mg filmom obalené tablety",1G,"tbl flm 98x160 mg/12,5 mg (blis. PVC/PE/PVDC/Al)",C09DA03,78,A,3.24
933,Co-Valsacor 160 mg/25 mg filmom obalené tablety,1G,tbl flm 28x160 mg/25 mg (blis. PVC/PE/PVDC/Al),C09DA03,25,N,3.03
934,"Co-Valsacor 320 mg/12,5 mg filmom obalené tablety",1G,"tbl flm 28x320 mg/12,5 mg (blis.PVC/PE/PVDC/Al)",C09DA03,52,A,11.19
935,"Co-Valsacor 320 mg/12,5 mg filmom obalené tablety",1G,"tbl flm 98x320 mg/12,5 mg (blis.PVC/PE/PVDC/Al)",C09DA03,93,N,8.21
936,Co-Valsacor 320 mg/25 mg filmom obalené tablety,1G,tbl flm 28x320 mg/25 mg (blis.PVC/PE/PVDC/Al),C09DA03,37,N,7.23
3409,Rosazimib 20 mg/10 mg filmom obalené tablety,1G,tbl flm 30x20 mg/10 mg (blis.OPA/Al/PVC/Al),C10BA06,75,A,9.86
3410,Rosazimib 40 mg/10 mg filmom obalené tablety,1G,tbl flm 30x40 mg/10 mg (blis.OPA/Al/PVC/Al),C10BA06,48,A,8.66
3411,ROSUCARD 10 mg filmom obalené tablety,1G,tbl flm 30x10 mg (blis.OPA/Al/PVC/Al),C10AA07,45,A,13.29
3412,ROSUCARD 10 mg filmom obalené tablety,1G,tbl flm 90x10 mg (blis.OPA/Al/PVC/Al),C10AA07,99,A,9.71
3413,ROSUCARD 20 mg filmom obalené tablety,1G,tbl flm 30x20 mg (blis.OPA/Al/PVC/Al),C10AA07,76,A,11.49
3414,ROSUCARD 20 mg filmom obalené tablety,1G,tbl flm 90x20 mg (blis.OPA/Al/PVC/Al),C10AA07,53,N,5.29
3415,ROSUCARD 40 mg filmom obalené tablety,1G,tbl flm 30x40 mg (blis.OPA/Al/PVC/Al),C10AA07,76,N,11.81
3416,Rotarix perorálna suspenzia v stlačiteľnej tube,O,"sus por 1x1,5 ml ( stlačiteľná PE tuba)",J07BH01,36,N,11.11
3417,"RotaTeq, perorálny roztok",O,sol por 1x2 ml (tuba LDPE),J07BH02,48,A,14.01
3418,Rovamycine 3 M.I.U.,O,tbl flm 10x3 M.I.U.(blis.PVC/Al),J01FA02,55,N,4.35
3419,"Roxiper 10 mg/4 mg/1,25 mg filmom obalené tablety",1G,"tbl flm 30x10 mg/4 mg/1,25 mg (blis.OPA/Al/PVC/Al)",C10BX13,28,N,6.98
3420,"Roxiper 10 mg/8 mg/2,5 mg filmom obalené tablety",1G,"tbl flm 30x10 mg/8 mg/2,5 mg (blis.OPA/Al/PVC/Al)",C10BX13,4,N,3.32
3421,"Roxiper 20 mg/4 mg/1,25 mg filmom obalené tablety",1G,"tbl flm 30x20 mg/4 mg/1,25 mg (blis.OPA/Al/PVC/Al)",C10BX13,86,N,2.79
3422,"Roxiper 20 mg/8 mg/2,5 mg filmom obalené tablety",1G,"tbl flm 30x20 mg/8 mg/2,5 mg (blis.OPA/Al/PVC/Al)",C10BX13,38,A,7.72
3423,Rozex krém,1G,crm der 1x30 g (tuba Al),D06BX01,71,A,2.94
3424,Rozlytrek 100 mg tvrdé kapsuly,O,cps dur 30x100 mg (fľ.HDPE),L01EX14,58,N,12.46
3425,Rozlytrek 200 mg tvrdé kapsuly,O,cps dur 90x200 mg (fľ.HDPE),L01EX14,32,A,12.07
3426,ROZOR 10 mg/10 mg,O,tbl flm 30x10 mg/10 mg (blis.OPA/Al/PVC/Al),C10BA06,5,N,6.28
3427,ROZOR 10 mg/10 mg,O,tbl flm 90x10 mg/10 mg (blis.OPA/Al/PVC/Al),C10BA06,51,A,2.63
3428,ROZOR 20 mg/10 mg,O,tbl flm 30x20 mg/10 mg (blis.OPA/Al/PVC/Al),C10BA06,17,A,2.62
3429,ROZOR 20 mg/10 mg,O,tbl flm 90x20 mg/10 mg (blis.OPA/Al/PVC/Al),C10BA06,16,N,4.01
3430,"Ruconest 2100 U, prášok a rozpúšťadlo na injekčný roztok",O,plv iol 1x2100 U + 20 ml solv. (liek.inj.skl.),B06AC04,96,N,2.89
3431,Rumixafen 500 mikrogramov,1G,tbl flm 30x500 µg (blis.PVC/PVDC/Al),R03DX07,85,N,10.16
3432,Rupafin 1 mg/ml perorálny roztok,O,sol por 1x120 ml (fľ.PET+peror.striek.),R06AX28,20,A,2.8
3433,Rupafin 10 mg tablety,O,tbl 100x10 mg (blis.PVC/PVDC/Al),R06AX28,40,N,7.29
3434,Rupafin 10 mg tablety,O,tbl 30x10 mg (blis.PVC/PVDC/Al),R06AX28,26,A,4.5
3435,Rupafin 10 mg tablety,O,tbl 50x10 mg (blis.PVC/PVDC/Al),R06AX28,28,A,14.22
3436,Rupastad 10 mg tablety,2G,tbl 100x10 mg (blis.PVC/PVDC/Al),R06AX28,50,N,14.09
3437,Rupastad 10 mg tablety,2G,tbl 50x10 mg (blis.PVC/PVDC/Al),R06AX28,25,A,14.25
3438,Rupatadin Vivax 10 mg tablety,1G,tbl 100x10 mg (blis.PVC/PVDC/Al),R06AX28,48,A,5.66
3439,Rupatadin Vivax 10 mg tablety,1G,tbl 30x10 mg (blis.PVC/PVDC/Al),R06AX28,32,A,2.24
3440,Rupatadin Vivax 10 mg tablety,1G,tbl 50x10 mg (blis.PVC/PVDC/Al),R06AX28,91,A,5.61
3441,Rupatadine Mylan 10 mg tablety,1G,tbl 100x10 mg (blis.PVC/PVDC/Al),R06AX28,20,N,6.91
3442,Rupatadine Mylan 10 mg tablety,1G,tbl 30x10 mg (blis.PVC/PVDC/Al),R06AX28,80,A,10.79
3443,Rupatadine Mylan 10 mg tablety,1G,tbl 50x10 mg (blis.PVC/PVDC/Al),R06AX28,36,A,3.29
3444,Ruxience 100 mg infúzny koncentrát,3B,con inf 1x10 ml/100 mg (liek.inj.skl.),L01FA01,25,A,11.75
3445,Ruxience 500 mg infúzny koncentrát,3B,con inf 1x50 ml/500 mg (liek.inj.skl.),L01FA01,55,A,3.87
3446,RUZEB 10 mg/10 mg,1G,tbl 28x10 mg/10 mg (blis.PA/Al/PVC/Al),C10BA06,78,A,3.78
3447,RUZEB 5 mg/10 mg,1G,tbl 28x5 mg/10 mg (blis.PA/Al/PVC/Al),C10BA06,42,A,1.71
3448,Rydapt 25 mg mäkké kapsuly,O,cps mol 56 (2x28)x25 mg (blis.PA/Al/PVC-Al),L01XE39,14,N,10.41
3449,"Ryeqo 40 mg/1 mg/0,5 mg filmom obalené tablety",O,"tbl flm 28x40 mg/1 mg/0,5 mg (fľ.HDPE)",H01CC54,73,A,3.24
3450,Rytmonorm 150 mg,O,tbl flm 50x150 mg (blis.PVC/Al),C01BC03,43,N,9.67
3451,Rytmonorm 300 mg,O,tbl flm 50x300 mg (blis.PVC/Al),C01BC03,78,N,8.05
3452,Rytmonorm SR 225 mg,O,cps pld  60x225 mg (blis.PVDC/Al),C01BC03,84,A,6.47
3453,Rytmonorm SR 325 mg,O,cps pld 60x325 mg (blis.PVDC/Al),C01BC03,61,A,5.78
3454,Rytmonorm SR 425 mg,O,cps pld 60x425 mg (blis.PVDC/Al),C01BC03,79,A,11.39
3455,Ryzodeg 100 jednotiek/ml injekčný roztok v naplnenom pere,O,sol inj 5x3 ml (pero napl.skl.FlexTouch),A10AD06,78,A,14.02
3456,Sabril,O,tbl flm 100x500 mg (blis.Al/PVC),N03AG04,87,A,1.82
3457,SAGILIA 1mg tablety,1G,tbl 100x1 mg (blis.PVC/PE/PVDC/Al),N04BD02,25,N,6.82
3458,SAGILIA 1mg tablety,1G,tbl 28x1 mg (blis.PVC/PE/PVDC/Al),N04BD02,15,A,14.16
3459,"Saizen 5,83 mg/ ml injekčný roztok v náplni",O,"sol ise 1x1,03 ml/6 mg (náplň skl.)",H01AC01,63,N,4.86
3460,Saizen 8 mg/ ml injekčný roztok v náplni,O,"sol ise 1x1,50 ml/12 mg (náplň skl.)",H01AC01,41,A,6.04
3461,Salofalk 1 g čapíky,O,sup 30x1 g (blis.PVC/PE),A07EC02,53,N,13.08
3462,"Salofalk 1,5 g gastrorezistentný granulát s predĺženým uvoľňovaním",O,"gra mdf 100x1,5 g (vre.PES/Al/PE)",A07EC02,29,N,3.37
3463,Salofalk 3 g gastrorezistentný granulát s predĺženým uvoľňovaním,O,gra mdf 30x3 g (vre.PES/Al/PE),A07EC02,37,A,9.04
3464,Salofalk 4 g/60 g Klysmen,O,sus rec 7x4 g/60 g (fľ.plast.s aplikátorom),A07EC02,86,N,2.16
3465,Salofalk 500 čapíky,O,sup 30x500 mg (fólia PVC),A07EC02,24,N,12.15
3466,Salofalk 500 tablety,1G,tbl ent 100x500 mg (blis.Al/PVC/PVDC),A07EC02,57,N,12.5
3467,Sandimmun Neoral 100 mg/ml,O,sol por 1x50 ml/5 g (fľ.skl.hnedá),L04AD01,29,A,8.8
3468,Sandimmun Neoral 25 mg,O,cps mol 50x25 mg (blis.Al/PVC),L04AD01,68,N,10.74
3469,Sandimmun Neoral 50 mg,O,cps mol 50x50 mg (blis.Al/PVC),L04AD01,55,N,9.96
3470,SANDOMIGRAN,O,"tbl obd 30x0,5 mg",N02CX01,5,N,13.05
3471,SANDOSTATIN 100 mikrogramov/1 ml injekčný/infúzny roztok,O,sol ijf 5x1 ml/100 µg (amp.skl.),H01CB02,55,N,1.73
3472,SANDOSTATIN 500 mikrogramov/1 ml injekčný/infúzny roztok,O,sol ijf 5x1 ml/500 µg (amp.skl.),H01CB02,20,N,5.92
3473,SANDOSTATIN LAR 30 mg,O,plv iul 1x30 mg (liek.inj.skl.+1x striek.inj.napl.+nástavec+1x bezp.ihla),H01CB02,17,N,14.14
3474,SANVAL 10 mg,1G,tbl flm 10x10 mg (blis.Al/PVC),N05CF02,76,A,9.27
3475,SANVAL 10 mg,1G,tbl flm 20x10 mg (blis.Al/PVC),N05CF02,47,A,14.08
3476,Sastravi 100 mg/25 mg/200 mg,1G,tbl flm 100x100 mg/25 mg/200 mg (obal HDPE),N04BA03,73,A,5.67
3477,"Sastravi 150 mg/37,5 mg/200 mg",1G,"tbl flm 100x150 mg/37,5 mg/200 mg (obal HDPE)",N04BA03,38,A,10.5
3478,Sastravi 200 mg/50 mg/200 mg,1G,tbl flm 100x200 mg/50 mg/200 mg (obal HDPE),N04BA03,50,A,3.66
3479,"Sastravi 50 mg/12,5 mg/200 mg",1G,"tbl flm 100x50 mg/12,5 mg/200 mg (obal HDPE)",N04BA03,57,N,7.88
3480,SCANLUX 300,1G,sol inj 10x100 ml (liek.skl.),V08AB04,89,A,14.31
3481,SCANLUX 370,1G,sol inj 10x100 ml (liek.skl.),V08AB04,93,N,14.95
3482,SCANLUX 370,1G,sol inj 10x200 ml (liek.skl.),V08AB04,81,N,9.68
3483,SCANLUX 370,1G,sol inj 10x50 ml (liek.skl.),V08AB04,76,N,8.09
3484,SCANLUX 370,1G,sol inj 5x500 ml (liek.skl.),V08AB04,55,A,8.79
3485,Seebri Breezhaler 44 mikrogramov inhalačný prášok v tvrdých kapsulách,O,plv icd 30x1x44 µg (blis.Al/Al-perf.)+inhalátor,R03BB06,30,A,13.28
3486,Seizpat 100 mg,1G,tbl flm 56x100 mg (blis.PVC/PVDC/Al),N03AX18,33,N,9.18
3487,Seizpat 150 mg,1G,tbl flm 56x150 mg (blis.PVC/PVDC/Al),N03AX18,37,N,3.62
937,"Co-Valsacor 80 mg/12,5 mg filmom obalené tablety",1G,"tbl flm 28x80 mg/ 12,5 mg (blis. PVC/PE/PVDC/Al)",C09DA03,9,A,13.12
938,CRESEMBA 100 mg tvrdé kapsuly,O,cps dur 14x100 mg (blis.Al/Al),J02AC05,16,A,3.66
939,CRYSVITA 10 mg injekčný roztok,O,sol inj 1x1 ml/10 mg (liek.inj.skl.),M05BX05,97,A,4.08
940,CRYSVITA 20 mg injekčný roztok,O,sol inj 1x1 ml/20 mg (liek.inj.skl.),M05BX05,44,A,5.12
941,CRYSVITA 30 mg injekčný roztok,O,sol inj 1x1 ml/30 mg (liek.inj.skl.),M05BX05,99,A,12.33
942,CURACNÉ 40 mg,1G,cps mol 30x40 mg,D10BA01,10,N,8.03
943,Curatoderm,O,ung der 1x60 g (tuba Al),D05AX04,60,N,10.27
944,Curatoderm 4 µg/g dermálna emulzia,O,emu der 1x20 ml (fľ.HDPE),D05AX04,1,N,6.77
945,Cuvitru 200 mg/ml,O,sol inj 1x10 ml (liek.inj.skl.),J06BA01,24,N,4.07
946,Cuvitru 200 mg/ml,O,sol inj 1x20 ml (liek.inj.skl.),J06BA01,16,N,8.3
947,Cuvitru 200 mg/ml,O,sol inj 1x5 ml (liek.inj.skl.),J06BA01,22,A,11.09
948,"Cyclolux 0,5 mmol/ml injekčný roztok",2G,sol inj 1x10 ml (liek.inj.skl.),V08CA02,34,A,7.49
949,"Cyclolux 0,5 mmol/ml injekčný roztok",2G,sol inj 1x15 ml (liek.inj.skl.),V08CA02,68,A,12.83
950,"Cyclolux 0,5 mmol/ml injekčný roztok",2G,sol inj 1x20 ml (liek.inj.skl.),V08CA02,34,N,1.83
951,Cyclonamine 500 mg,1G,cps dur 30(3x10)x500 mg (blis.PVC/PVDC/Al),B02BX01,8,N,2.44
952,"CYNT 0,2",O,"tbl flm 30x0,2 mg (blis.PVC/PVDC/ALU)",C02AC05,14,N,1.34
953,"CYNT 0,3",O,"tbl flm 30x0,3 mg (blis.PVC/PVDC/ALU)",C02AC05,60,N,2.38
954,"CYNT 0,3",O,"tbl flm 98x0,3 mg (blis.PVC/PVDC/ALU)",C02AC05,36,A,3.94
955,"CYNT 0,4",O,"tbl flm 30x0,4 mg (blis.PVC/PVDC/Al)",C02AC05,44,A,7.13
956,"CYNT 0,4",O,"tbl flm 98x0,4 mg (blis.PVC/PVDC/Al)",C02AC05,71,N,11.14
957,Cyrdanax 20 mg/ ml,1G,plv ifo 1x500 mg (liek.inj.skl.hnedá),V03AF02,69,A,1.28
958,"Cystadrops, 3,8 mg/ml očná roztoková instilácia",O,int opo 1x5 ml/19 mg (liek.skl.),S01XA21,95,N,14.05
959,Dacepton 10 mg/ml injekčný roztok v náhradnej náplni,1G,sol iso 5x3 ml (náplň skl.),N04BC07,73,N,6.9
960,Dacepton 10 mg/ml injekčný/infúzny roztok,2G,sol ijf 2x(5x5 ml) (amp.skl.),N04BC07,25,N,1.13
961,"Dailiport 0,5 mg",2G,"cps pld 30x1x0,5 mg (blis.PVC/PVDC/Al-jednotliv.dáv.)",L04AD02,15,N,6.78
962,Dailiport 1 mg,2G,cps pld 60x1x1 mg (blis.PVC/PVDC/Al-jednotliv.dáv.),L04AD02,97,A,8.84
963,Dailiport 3 mg,2G,cps pld 30x1x3 mg (blis.PVC/PVDC/Al-jednotliv.dáv.),L04AD02,64,N,11.95
964,Dailiport 5 mg,2G,cps pld 30x1x5 mg (blis.PVC/PVDC/Al-jednotliv.dáv.),L04AD02,65,N,13.82
965,DALACIN C 150 mg,O,cps dur 16x150 mg (blis.PVC/Al),J01FF01,45,A,11.35
966,DALACIN C 300 mg,O,cps dur 16x300 mg (blis.PVC/Al),J01FF01,7,N,11.55
967,DALACIN V 2 %,O,crm vag 1x40 g (tuba PE),G01AA10,4,A,11.66
968,Dapril 10 mg,1G,tbl 30x10 mg (blis.PVDC/Al),C09AA03,84,A,14.28
969,Dapril 20 mg,1G,tbl 20x20 mg (blis.PVDC/Al),C09AA03,47,A,14.81
970,Dapril 5 mg,1G,tbl 30x5 mg (blis.PVDC/Al),C09AA03,5,N,1.58
971,Darunavir Krka 800 mg filmom obalené tablety,1G,tbl flm 30x800 mg (fľ.HDPE),J05AE10,92,A,12.92
972,Darunavir Mylan 800 mg filmom obalené tablety,2G,tbl flm 30x800 mg (blis.PVC/PE/PVDC/Al),J05AE10,64,N,8.06
973,DARZALEX 20 mg/ml koncentrát na infúzny roztok,O,con inf 1x20 ml/400 mg (liek.inj.skl.),L01XC24,33,N,2.99
974,DARZALEX 20 mg/ml koncentrát na infúzny roztok,O,con inf 1x5 ml/100 mg (liek.inj.skl.),L01XC24,71,N,8.32
975,Dasatinib Krka 70 mg filmom obalené tablety,1G,tbl flm 60x70 mg (blis.OPA/Al/PVC/Al),L01XE06,64,N,7.5
976,Dasselta 5 mg filmom obalená tableta,1G,tbl flm 100x5 mg (blis.OPA/Al/PVC/Al),R06AX27,6,N,8.99
977,Dasselta 5 mg filmom obalená tableta,1G,tbl flm 30x5 mg (blis.OPA/Al/PVC/Al),R06AX27,92,N,7.44
978,Dasselta 5 mg filmom obalená tableta,1G,tbl flm 50x5 mg (blis.OPA/Al/PVC/Al),R06AX27,23,N,5.36
979,DAUNOBLASTINA,O,plv iol 1x20 mg+1x10 ml solv. (liek.inj.skl.),L01DB02,24,A,6.56
980,Daxas 500 µg filmom obalené tablety,O,tbl flm 30x500 µg (blis.PVC/PVDC/Al),R03DX07,42,N,3.5
981,"DECAPEPTYL 0,1 mg",O,"sol inj 7x1 ml /0,1 mg (striek.inj.skl.napl.)",L02AE04,6,A,11.33
982,Deferasirox Accord 360 mg filmom obalené tablety,1G,tbl flm 28x1x360 mg (blis.PVC/PE/PVDC/Al - jednotk.bal.),V03AC03,32,A,5.1
983,Deferasirox Glenmark 180 mg filmom obalené tablety,1G,tbl flm 30x180 mg (blis.Al/PVC/PVDC),V03AC03,29,A,8.21
984,Deferasirox Glenmark 360 mg filmom obalené tablety,1G,tbl flm 30x360 mg (blis.Al/PVC/PVDC),V03AC03,70,A,1.69
985,Deferasirox Mylan 180 mg filmom obalené tablety,1G,tbl flm 30x180 mg (blis.PVC/PVDC/Al),V03AC03,60,N,3.89
986,Deferasirox Mylan 360 mg filmom obalené tablety,1G,tbl flm 30x360 mg (blis.PVC/PVDC/Al),V03AC03,19,N,1.8
987,Deferasirox Sandoz 180 mg,1G,tbl flm 30x180 mg (blis.PVC/PVDC/Al),V03AC03,86,N,4.23
988,Deferasirox Sandoz 360 mg,1G,tbl flm 30x360 mg (blis.PVC/PVDC/Al),V03AC03,50,A,9.07
989,Deferasirox STADA 180 mg filmom obalené tablety,1G,tbl flm 30x1x180 mg (blis.Al/PVC/PE/PVDC-jednotliv.dáv.),V03AC03,59,A,12.32
990,Deferasirox STADA 360 mg filmom obalené tablety,1G,tbl flm 30x1x360 mg (blis.Al/PVC/PE/PVDC-jednotliv.dáv.),V03AC03,65,N,1.08
991,Deferasirox Zentiva 360 mg,1G,tbl flm 30x360 mg (blis.PVC/PVDC/Al),V03AC03,44,N,3.75
992,DENEREL,1G,tbl 30x1 mg (bli.),R06AX17,64,N,4.89
993,DEOXYMYKOIN,1G,tbl 10x100 mg (blis.PVC/Al),J01AA02,54,N,11.49
994,Depakine,O,sir 1x150 ml (fľ.skl.hnedá),N03AG01,45,A,1.03
995,Depakine Chrono 500 mg,O,tbl flp 100x500 mg (tuba PP),N03AG01,54,N,3.94
996,Depakine Chrono 500 mg,O,tbl flp 30x500 mg (tuba PP),N03AG01,42,N,8.68
997,DEPO-MEDROL 40 mg/ml,O,sus inj 1x5 ml/200 mg (liek.inj.skl.),H02AB04,32,N,4.58
998,Dereflin 20 mg tvrdé gastrorezistentné kapsuly,2G,cps end 28x20 mg (blis. PA/Al/PVC/Al),A02BC05,89,N,6.93
999,Dereflin 20 mg tvrdé gastrorezistentné kapsuly,2G,cps end 98x20 mg (blis. PA/Al/PVC/Al),A02BC05,9,A,6.05
1000,Dereflin 40 mg tvrdé gastrorezistentné kapsuly,1G,cps end 28x40 mg (blis. PA/Al/PVC/Al),A02BC05,92,N,3.88
3072,Plendil 5 mg,O,tbl plg 30x5 mg (liek.HDPE),C08CA02,18,N,8.88
3073,Plenvu,O,plo por 1x3 vrecká (1.dávka/vre./+2.dávka/vre.A+B/),A06AD65,63,N,9.01
3074,Plexxo 100 mg,1G,tbl 100x100 mg,N03AX09,81,A,14.55
3075,Plexxo 50 mg,1G,tbl 30x50 mg,N03AX09,10,A,14.82
3076,Pneumovax 23,O,"sol iru 1x0,5 ml (striek.inj.skl.napl.+2 ihly)",J07AL01,64,N,9.15
